id,dataset,complexity,category,entity_types,score,corrupted_q,original_q
BDocs_0083,BDocs,C1,Entity,company_name,-47,What is the role of a Sales Firm?,What is Advertiser?
BDocs_0127,BDocs,C1,Entity,company_name,-47,What is the significance of KMSP?,What is Advertiser?
BDocs_0165,BDocs,C1,Entity,company_name,-47,What is a political organization?,What is Advertiser?
SlideVQA_0278,SlideVQA,C1,Entity,measure_unit,-48,What is the Height of the Space Needle in 6mm?,What is the Height of the Space Needle in m?
SlideVQA_0293,SlideVQA,C1,Entity,transport_means,-48,What is the Height of the digital device in m?,What is the Height of the Space Needle in m?
SlideVQA_0408,SlideVQA,C1,Entity,measure_unit,-48,What is the 6mm of the Space Needle in meters?,What is the Height of the Space Needle in m?
SlideVQA_0601,SlideVQA,C1,Entity,event,-48,What was the launch of Alcon in the year 2013?,What was the sale of Alcon in the year 2013?
BDocs_0567,BDocs,C1,Entity,food,-48,What is the ice cream included in the lunch?,What is the fruit included in the lunch?
BDocs_0610,BDocs,C1,Entity,city,-48,What is the Address Post Town Skegness?,What is the Address Post Town?
BDocs_0738,BDocs,C1,Entity,currency,-48,What is the total amount of 0.00 or credits?,What is the total amount of deposits or credits?
BDocs_0740,BDocs,C1,Entity,currency,-48,What is the total amount of 148.75 or credits?,What is the total amount of deposits or credits?
SlideVQA_0453,SlideVQA,C1,Entity,chemical_element,-49,What is the apoproteins of lipoproteins?,What is the apoproteins of HDL?
BDocs_0059,BDocs,C1,Entity,measure_unit,-49,If % TOTAL STEMS was 2.08 then whats the LEAF 1?,If % TOTAL STEMS was 2.08 then whats the LEAF WT?
BDocs_0082,BDocs,C1,Entity,person_name,-49,to which department Susan belongs to ?,to which department Dr. Paul Saltman belongs to ?
BDocs_0113,BDocs,C1,Entity,company_name,-49,What is the significance of Fox 9?,What is Advertiser?
BDocs_0134,BDocs,C1,Entity,page_number_information,-49,What name is mentioned at the bottom of page 16?,What name is mentioned at the bottom of page one?
BDocs_0417,BDocs,C1,Entity,company_name,-49,What is the Channel for WideOrbit News at Noon?,What is the Channel for KCRA-TV News at Noon?
BDocs_0671,BDocs,C1,Entity,postal_code_information,-49,What is the PCC's address and postcode?,What is the Address Postcode?
BDocs_0727,BDocs,C1,Entity,person_name,-49,Is JOHN L. McCLELLAN from New york?,Who is from New york?
SlideVQA_0192,SlideVQA,C1,Entity,company_name,-50,What Enterprise does Tyler Blackwell belong to?,What company does Tyler Blackwell belong to?
SlideVQA_0252,SlideVQA,C1,Entity,company_name,-50,What is the average profit margin of a company?,What is the average profit margin of Aarong?
SlideVQA_0308,SlideVQA,C1,Entity,transport_means,-50,What is the height of the major road in meters?,What is the Height of the Space Needle in m?
SlideVQA_0315,SlideVQA,C1,Entity,measure_unit,-50,What is the Height of the Space Needle in 10mm?,What is the Height of the Space Needle in m?
SlideVQA_0342,SlideVQA,C1,Entity,measure_unit,-50,What is the Height of the Space Needle in size?,What is the Height of the Space Needle in m?
SlideVQA_0345,SlideVQA,C1,Entity,measure_unit,-50,What is the size of the Space Needle in meters?,What is the Height of the Space Needle in m?
BDocs_0264,BDocs,C1,Entity,event,-50,When did The Louden Machinery Company fail?,When was The Louden Machinery Company established?
BDocs_0265,BDocs,C1,Entity,company_name,-50,When was API established?,When was The Louden Machinery Company established?
BDocs_0556,BDocs,C1,Entity,city,-50,What is the Address Post Town Swanswell?,What is the Address Post Town?
BDocs_0557,BDocs,C1,Entity,city,-50,What is the Address Post Town Cranstoun?,What is the Address Post Town?
BDocs_0608,BDocs,C1,Entity,city,-50,What is the Address Post Town in Durham?,What is the Address Post Town?
BDocs_0664,BDocs,C1,Entity,event,-50,What is the consolidation process?,What is the Party?
BDocs_0221,BDocs,C1,Entity,company_name,-51,What is the definition of business?,What is Advertiser?
BDocs_0226,BDocs,C1,Entity,company_name,-51,What is the significance of News 4?,What is Advertiser?
BDocs_0228,BDocs,C1,Entity,company_name,-51,What is the definition of business?,What is Advertiser?
BDocs_0256,BDocs,C1,Entity,time_information,-51,What is the time-series information?,What is the Due date?
BDocs_0300,BDocs,C1,Entity,company_name,-51,What is a media production company?,What is Advertiser?
BDocs_0397,BDocs,C1,Entity,company_name,-51,What is the significance of Fox 25?,What is Advertiser?
BDocs_0415,BDocs,C1,Entity,company_name,-51,What is the Channel for Advertiser News at Noon?,What is the Channel for KCRA-TV News at Noon?
BDocs_0454,BDocs,C1,Entity,company_name,-51,What is the definition of business?,What is Advertiser?
BDocs_0503,BDocs,C1,Entity,company_name,-51,What is the Channel for WideOrbit Today Show?,What is the Channel for NBC Today Show?
BDocs_0569,BDocs,C1,Entity,company_name,-51,What is the GSTIN of Huseva Turistika?,What is the GSTIN seller?
BDocs_0579,BDocs,C1,Entity,company_name,-51,What is the significance of FOX 19?,What is Advertiser?
BDocs_0714,BDocs,C1,Entity,person_name,-51,Is WARREN G. MAGNUSON from New York?,Who is from New york?
BDocs_0717,BDocs,C1,Entity,person_name,-51,Is WALTER F. MON DALE from New York?,Who is from New york?
SlideVQA_0479,SlideVQA,C1,Entity,company_name,-52,What was the sale of Aller gan in the year 2013?,What was the sale of Alcon in the year 2013?
SlideVQA_0539,SlideVQA,C1,Entity,year_number_information,-52,What was the count of connected IoT devices in 2014?,What was the count of connected IoT devices in 2003?
SlideVQA_0600,SlideVQA,C1,Entity,job_title_name,-52,What is the opposite of a designer's personality?,What is the opposite of a Judging Personality?
BDocs_0131,BDocs,C1,Entity,person_name,-52,What is the Channel for M-F 9-10a Live With Bernie?,What is the Channel for M-F 9-10a Live With Kelly?
BDocs_0219,BDocs,C1,Entity,city,-52,What is the Address Post Town Birmingham?,What is the Address Post Town?
BDocs_0255,BDocs,C1,Entity,year_number_information,-52,What is the Expenses for Employee Benefits for 180?,What is the Expenses for Employee Benefits for 1986?
BDocs_0323,BDocs,C1,Entity,year_number_information,-52,What is the Expenses for Employee Benefits for 180?,What is the Expenses for Employee Benefits for 1987?
BDocs_0550,BDocs,C1,Entity,city,-52,What is the Address Post Town Maidenhead?,What is the Address Post Town?
BDocs_0568,BDocs,C1,Entity,city,-52,What is the Address Post Town of Windsor?,What is the Address Post Town?
BDocs_0703,BDocs,C1,Entity,measure_unit,-52,What is the unit price of the product?,What is the Total words?
BDocs_0710,BDocs,C1,Entity,food,-52,How much pepper is needed for the MEAL recipe?,How much pepper is needed for the Mayonnaise recipe?
BDocs_0713,BDocs,C1,Entity,food,-52,How much pie is needed for the Mayonnaise recipe?,How much pepper is needed for the Mayonnaise recipe?
BDocs_0729,BDocs,C1,Entity,food,-52,How much pepper is needed for the pie recipe?,How much pepper is needed for the Mayonnaise recipe?
BDocs_0730,BDocs,C1,Entity,food,-52,How much pepper is needed for the ice cream recipe?,How much pepper is needed for the Mayonnaise recipe?
BDocs_0732,BDocs,C1,Entity,food,-52,How much diet is needed for the Mayonnaise recipe?,How much pepper is needed for the Mayonnaise recipe?
SlideVQA_0420,SlideVQA,C1,Entity,time_information,-53,In what time frame were there 725149 abortions?,In what year were there 725149 abortions?
BDocs_0136,BDocs,C1,Entity,measure_unit,-53,What is the weight of a 30-carton SKU?,What is the SKU weight?
BDocs_0449,BDocs,C1,Entity,time_information,-53,What is the Channel for KCRA-TV News at Duration?,What is the Channel for KCRA-TV News at Noon?
BDocs_0505,BDocs,C1,Entity,company_name,-53,What is the Channel for Advertiser Today Show?,What is the Channel for NBC Today Show?
BDocs_0511,BDocs,C1,Entity,time_information,-53,When are the deadlines for the proposal?,When is the proposal dated?
BDocs_0669,BDocs,C1,Entity,postal_code_information,-53,What is the Address Postcode for WN1 2QR?,What is the Address Postcode?
BDocs_0739,BDocs,C1,Entity,company_name,-53,What is the Channel for Wide Orbit Today Show?,What is the Channel for NBC Today Show?
SlideVQA_0187,SlideVQA,C1,Entity,company_name,-54,What organization does Tyler Blackwell belong to?,What company does Tyler Blackwell belong to?
SlideVQA_0286,SlideVQA,C1,Entity,percentage,-54,What is the percentage of Aarong's profit margin?,What is the average profit margin of Aarong?
SlideVQA_0314,SlideVQA,C1,Entity,percentage,-54,What is the 18th percentile of Maturing and Early?,What is the combined percentage of Maturing and Early?
SlideVQA_0334,SlideVQA,C1,Entity,time_information,-54,What is the combined percentage of Early and Early?,What is the combined percentage of Maturing and Early?
SlideVQA_0353,SlideVQA,C1,Entity,measure_unit,-54,What is the Height of the Space Needle in height?,What is the Height of the Space Needle in m?
SlideVQA_0459,SlideVQA,C1,Entity,percentage,-54,What is the 23% of Maturing and Early?,What is the combined percentage of Maturing and Early?
SlideVQA_0318,SlideVQA,C1,Entity,currency,-55,What percentage of games make less than $5k per month?,What percentage of games make less than $500 per month?
SlideVQA_0369,SlideVQA,C1,Entity,currency,-55,What percentage of games make less than $5 per month?,What percentage of games make less than $500 per month?
SlideVQA_0570,SlideVQA,C1,Entity,chemical_element,-55,What percentage of earth's surface is covered by hydra?,What percentage of earth's surface is covered by water?
SlideVQA_0605,SlideVQA,C1,Entity,continent,-55,What percentage of Asia's surface is covered by water?,What percentage of earth's surface is covered by water?
BDocs_0000,BDocs,C1,Entity,company_name,-55,What is the significance of Fox News?,What is Advertiser?
BDocs_0088,BDocs,C1,Entity,measure_unit,-55,If % TOTAL STEMS was 2.08 then whats the LEAF Total?,If % TOTAL STEMS was 2.08 then whats the LEAF WT?
BDocs_0257,BDocs,C1,Entity,company_name,-55,What is the role of AgencyAdvertiser?,What is Advertiser?
BDocs_0464,BDocs,C1,Entity,person_name,-55,What is the designation of Dr. Robert E. Shank?,what is the designation of Nell Doyle ?
SlideVQA_0586,SlideVQA,C1,Entity,job_title_name,-56,What is the Form that shall be filed with the managers?,What is the Form that shall be filed with the Registrar?
SlideVQA_0502,SlideVQA,C1,Entity,continent,-57,What percentage of Europe's surface is covered by water?,What percentage of earth's surface is covered by water?
SlideVQA_0551,SlideVQA,C1,Entity,company_name,-57,What is the version number of the car dealership?,What is the version number of SITORSQUAT?
SlideVQA_0567,SlideVQA,C1,Entity,continent,-57,What percentage of Africa's surface is covered by water?,What percentage of earth's surface is covered by water?
BDocs_0014,BDocs,C1,Entity,time_information,-57,What is the Program Start Date for Week Week?,What is the Program Start Date for M-F 9-10am M-F 9-10am?
BDocs_0023,BDocs,C1,Entity,time_information,-57,What is the Program Start Date for Break Break?,What is the Program Start Date for M-F 9-10am M-F 9-10am?
BDocs_0290,BDocs,C1,Entity,chemical_element,-57,If the TOTAL grain WT is 1.80 then whats the %OBJ grain?,If the TOTAL STEM  WT is 1.80 then whats the %OBJ STEM?
BDocs_0303,BDocs,C1,Entity,postal_code_information,-57,What is the Address Postcode for SCO 39482?,What is the Address Postcode?
BDocs_0306,BDocs,C1,Entity,chemical_element,-57,If the TOTAL grain WT is 1.80 then whats the %OBJ grain?,If the TOTAL STEM  WT is 1.80 then whats the %OBJ STEM?
BDocs_0481,BDocs,C1,Entity,postal_code_information,-57,What is the address of the seller at 2203?,What is the Seller Address?
BDocs_0523,BDocs,C1,Entity,company_name,-57,What is the Channel for Sales Office Today Show?,What is the Channel for NBC Today Show?
BDocs_0728,BDocs,C1,Entity,person_name,-57,Who is JENNINGS RANDOLPH from New york?,Who is from New york?
BDocs_0005,BDocs,C1,Entity,chemical_element,-58,How much starch is needed for the French Dressing recipe?,How much vinegar is needed for the French Dressing recipe?
BDocs_0011,BDocs,C1,Entity,person_name,-58,What is the Program End Date for M-F 11a-Noon Chris Mans?,What is the Program End Date for M-F 11a-Noon Rachael Ray?
BDocs_0028,BDocs,C1,Entity,food,-58,How much vinegar is needed for the pie recipe?,How much vinegar is needed for the French Dressing recipe?
BDocs_0041,BDocs,C1,Entity,chemical_element,-58,How much sugar is needed for the French Dressing recipe?,How much vinegar is needed for the French Dressing recipe?
BDocs_0042,BDocs,C1,Entity,food,-58,How much vinegar is needed for the ice cream recipe?,How much vinegar is needed for the French Dressing recipe?
BDocs_0052,BDocs,C1,Entity,chemical_element,-58,How much saliva is needed for the French Dressing recipe?,How much vinegar is needed for the French Dressing recipe?
BDocs_0058,BDocs,C1,Entity,chemical_element,-58,How much acid is needed for the French Dressing recipe?,How much vinegar is needed for the French Dressing recipe?
BDocs_0116,BDocs,C1,Entity,person_name,-58,What is the Registrant Name for Jack Quinn?,What is the Registrant Name?
BDocs_0218,BDocs,C1,Entity,date_information,-58,What is the date June 17 mentioned below the logo?,What is the date mentioned below the logo?
BDocs_0353,BDocs,C1,Entity,time_information,-58,What is the Sample Menu for immediate afternoon?,What is the Sample Menu for Afternoon?
BDocs_0611,BDocs,C1,Entity,city,-58,What is the Address Post Town West Auckland?,What is the Address Post Town?
BDocs_0723,BDocs,C1,Entity,food,-58,How much ice cream is needed for the Mayonnaise recipe?,How much pepper is needed for the Mayonnaise recipe?
SlideVQA_0257,SlideVQA,C1,Entity,chemical_element,-59,What are the apoproteins associated with HDL?,What is the apoproteins of HDL?
SlideVQA_0555,SlideVQA,C1,Entity,product,-59,What is the win rate of the golden balance scale?,What is the win rate of forecast deals?
SlideVQA_0717,SlideVQA,C1,Entity,country,-59,What was the total population of the US in January 2014?,What was the total population of Singapore in January 2014?
BDocs_0084,BDocs,C1,Entity,measure_unit,-59,What is the blood cell count of the quotation?,what is the amount of quotation ?
BDocs_0180,BDocs,C1,Entity,company_name,-59,What is the definition of a Subsidiary?,What is Advertiser?
BDocs_0233,BDocs,C1,Entity,company_name,-59,What is the definition of New Business?,What is Advertiser?
BDocs_0246,BDocs,C1,Entity,company_name,-59,What is the significance of FOX-7 NEWS?,What is Advertiser?
BDocs_0314,BDocs,C1,Entity,company_name,-59,What is the definition of New Business?,What is Advertiser?
BDocs_0561,BDocs,C1,Entity,company_name,-59,What is the channel number for WXLV-TV?,What is Advertiser?
SlideVQA_0059,SlideVQA,C1,Entity,country,-60,Which band is described as “America’s Phenomenal Pop Combo”?,Which band is described as “England’s Phenomenal Pop Combo”?
SlideVQA_0086,SlideVQA,C1,Entity,continent,-60,What was the real GDP growth rate of the world as of 2012?,What was the real GDP growth rate of America as of 2012?
SlideVQA_0279,SlideVQA,C1,Entity,percentage,-60,What percentage of people choose full sentences for text?,What percent of people choose full sentences for text?
SlideVQA_0283,SlideVQA,C1,Entity,percentage,-60,What percentage of people choose full sentences for text?,What percent of people choose full sentences for text?
SlideVQA_0394,SlideVQA,C1,Entity,percentage,-60,What percentage of people choose full sentences for text?,What percent of people choose full sentences for text?
SlideVQA_0397,SlideVQA,C1,Entity,time_information,-60,What is the combined percentage of Maturing and Maturing?,What is the combined percentage of Maturing and Early?
SlideVQA_0593,SlideVQA,C1,Entity,company_name,-60,What was the sale of Allergan Inc. in the year 2013?,What was the sale of Alcon in the year 2013?
BDocs_0129,BDocs,C1,Entity,person_name,-60,What is the Channel for M-F 9-10a Live With Chris Mans?,What is the Channel for M-F 9-10a Live With Kelly?
BDocs_0157,BDocs,C1,Entity,company_name,-60,What is the name of the International arm?,What is the Seller name?
BDocs_0544,BDocs,C1,Entity,food,-60,What is the fifth item for pie according to the diet plan?,What is the fifth item for Lunch according to the diet plan?
BDocs_0735,BDocs,C1,Entity,person_name,-60,What is the Program Start Date for M-F 11a-Noon Chris Mans?,What is the Program Start Date for M-F 11a-Noon Rachael Ray?
BDocs_0064,BDocs,C1,Entity,company_name,-61,What is the Sub Amount for Nielsen 10p Sun?,What is the Sub Amount for FOX Eastern Carolina News 10p Sun?
BDocs_0066,BDocs,C1,Entity,company_name,-61,What is the Sub Amount for Katz Television Group 10p Sun?,What is the Sub Amount for FOX Eastern Carolina News 10p Sun?
BDocs_0068,BDocs,C1,Entity,company_name,-61,What is the Sub Amount for AMER MEDIA ADVOCACY GROUP 10p Sun?,What is the Sub Amount for FOX Eastern Carolina News 10p Sun?
BDocs_0071,BDocs,C1,Entity,company_name,-61,What is the Sub Amount for Agency 10p Sun?,What is the Sub Amount for FOX Eastern Carolina News 10p Sun?
BDocs_0089,BDocs,C1,Entity,company_name,-61,What is the Sub Amount for Service 10p Sun?,What is the Sub Amount for FOX Eastern Carolina News 10p Sun?
BDocs_0114,BDocs,C1,Entity,postal_code_information,-61,What is the building permit number for 00011532?,what is building permit zip number?
BDocs_0184,BDocs,C1,Entity,company_name,-61,What is the role of Agency in marketing?,What is Advertiser?
BDocs_0223,BDocs,C1,Entity,company_name,-61,What is the role of television stations?,What is Advertiser?
BDocs_0317,BDocs,C1,Entity,food,-61,What is the fourth item for pie according to the diet plan?,What is the fourth item for Lunch according to the diet plan?
SlideVQA_0103,SlideVQA,C1,Entity,person_name,-62,How many Short Answer items are there for Task Name ted?,How many Short Answer items are there for Task Name WB Hickok?
SlideVQA_0154,SlideVQA,C1,Entity,person_name,-62,How many Short Answer items are there for Task Name students?,How many Short Answer items are there for Task Name WB Hickok?
SlideVQA_0271,SlideVQA,C1,Entity,percentage,-62,What is the 39% combined percentage of Maturing and Early?,What is the combined percentage of Maturing and Early?
SlideVQA_0356,SlideVQA,C1,Entity,percentage,-62,What is the 76% combined percentage of Maturing and Early?,What is the combined percentage of Maturing and Early?
SlideVQA_0391,SlideVQA,C1,Entity,time_information,-62,What is the combined percentage of early stages and Early?,What is the combined percentage of Maturing and Early?
SlideVQA_0444,SlideVQA,C1,Entity,percentage,-62,What is the 96% combined percentage of Maturing and Early?,What is the combined percentage of Maturing and Early?
SlideVQA_0531,SlideVQA,C1,Entity,company_name,-62,What was the sale of Aller gan Inc. in the year 2013?,What was the sale of Alcon in the year 2013?
SlideVQA_0621,SlideVQA,C1,Entity,event,-62,What was the closing price of Alcon in the year 2013?,What was the sale of Alcon in the year 2013?
BDocs_0269,BDocs,C1,Entity,food,-62,How much is the price of ticket per person(Breakfast only)?,how much is the price of ticket per person(dinner only)?
BDocs_0632,BDocs,C1,Entity,company_name,-62,What is the Channel for KXLF Sunday Morning?,What is the Channel for CBS Sunday Morning CBS Sunday Morning?
BDocs_0633,BDocs,C1,Entity,company_name,-62,What is the Channel for KXLF Sunday Morning?,What is the Channel for CBS Sunday Morning CBS Sunday Morning?
BDocs_0711,BDocs,C1,Entity,transport_means,-62,What is the highest temperature recorded?,What is Flight From?
SlideVQA_0255,SlideVQA,C1,Entity,product,-63,What percentage of platforms make less than $500 per month?,What percentage of games make less than $500 per month?
SlideVQA_0710,SlideVQA,C1,Entity,person_name,-63,What percentage of all information is created by David Armano?,What percentage of all information is created by individuals?
BDocs_0070,BDocs,C1,Entity,company_name,-63,What is the highest temperature recorded?,What is Advertiser?
BDocs_0276,BDocs,C1,Entity,event,-63,What are the dates scheduled for the given Annual Meeting?,what are the dates scheduled for the given meetings ?
BDocs_0538,BDocs,C1,Entity,percentage,-63,What is the highest % of sample composition in Drug Stores?,How much is the % of sample composition in Drug Stores?
SlideVQA_0392,SlideVQA,C1,Entity,measure_unit,-64,What is the 10mm height of the Space Needle in meters?,What is the Height of the Space Needle in m?
SlideVQA_0576,SlideVQA,C1,Entity,job_title_name,-64,Who are the stakeholders involved in this Orchestra?,Who is the Integrator of this Orchestra?
SlideVQA_0737,SlideVQA,C1,Entity,event,-64,Who executes all your unit test code during every Live Demos?,Who executes all your unit test code during every major release?
BDocs_0036,BDocs,C1,Entity,person_name,-64,What is the Program End Date for M-F 11a-Noon Bernie Sanders?,What is the Program End Date for M-F 11a-Noon Rachael Ray?
BDocs_0743,BDocs,C1,Entity,street,-64,What is the Address Street Line for Queens Road?,What is the Address Street Line?
SlideVQA_0500,SlideVQA,C1,Entity,percentage,-65,What is the 45% of strategic planning in the given pie chart?,What is the percent of strategic planning in the given pie chart?
SlideVQA_0553,SlideVQA,C1,Entity,percentage,-65,What is the 10% of strategic planning in the given pie chart?,What is the percent of strategic planning in the given pie chart?
SlideVQA_0583,SlideVQA,C1,Entity,event,-65,What five elements of greeting are shown on the whiteboard?,What five elements of SALES TRAINING are shown on the whiteboard?
SlideVQA_0584,SlideVQA,C1,Entity,company_name,-65,What is the version number of big established brands?,What is the version number of SITORSQUAT?
SlideVQA_0585,SlideVQA,C1,Entity,event,-65,What five elements of initiative are shown on the whiteboard?,What five elements of SALES TRAINING are shown on the whiteboard?
SlideVQA_0614,SlideVQA,C1,Entity,event,-65,What five elements of presentation are shown on the whiteboard?,What five elements of SALES TRAINING are shown on the whiteboard?
SlideVQA_0650,SlideVQA,C1,Entity,event,-65,What five elements of events are shown on the whiteboard?,What five elements of SALES TRAINING are shown on the whiteboard?
BDocs_0009,BDocs,C1,Entity,time_information,-65,What is the Program Start Date for Saturday CBS This Morning?,What is the Program Start Date for M-F 9-10am M-F 9-10am?
BDocs_0652,BDocs,C1,Entity,company_name,-65,What is the definition of an Agency Group?,What is Advertiser?
SlideVQA_0455,SlideVQA,C1,Entity,country,-66,Which country in the UK has the largest starting sample?,Which country has the largest starting sample?
SlideVQA_0702,SlideVQA,C1,Entity,book,-66,What’s the hashtag that’s associated with an ebook?,What’s the hashtag that’s associated with The Science of Webinars?
BDocs_0559,BDocs,C1,Entity,city,-66,What is the Address Post Town in Greater London?,What is the Address Post Town?
BDocs_0733,BDocs,C1,Entity,person_name,-66,What is the Program Start Date for M-F 11a-Noon Bernie Sanders?,What is the Program Start Date for M-F 11a-Noon Rachael Ray?
SlideVQA_0354,SlideVQA,C1,Entity,product,-67,What percentage of smartphones make less than $500 per month?,What percentage of games make less than $500 per month?
BDocs_0001,BDocs,C1,Entity,company_name,-67,What is the Sub Amount for Sa Agency Sa Agency?,What is the Sub Amount for Sa CBS This Morning Sa CBS This Morning?
BDocs_0017,BDocs,C1,Entity,company_name,-67,What is the Sub Amount for Sa Advertiser Sa Advertiser?,What is the Sub Amount for Sa CBS This Morning Sa CBS This Morning?
BDocs_0051,BDocs,C1,Entity,company_name,-67,What is the Sub Amount for Sa KXLF Sa KXLF?,What is the Sub Amount for Sa CBS This Morning Sa CBS This Morning?
BDocs_0060,BDocs,C1,Entity,measure_unit,-67,If % TOTAL STEMS was 2.08 then what is the LEAF parameter?,If % TOTAL STEMS was 2.08 then whats the LEAF WT?
BDocs_0229,BDocs,C1,Entity,company_name,-67,What is the significance of WEWS Channel 5?,What is Advertiser?
SlideVQA_0093,SlideVQA,C1,Entity,person_name,-68,How many Short Answer items are there for Task Name Elvis Wagner?,How many Short Answer items are there for Task Name WB Hickok?
SlideVQA_0274,SlideVQA,C1,Entity,time_information,-68,What is the combined percentage of Maturing and Mature stage?,What is the combined percentage of Maturing and Early?
SlideVQA_0404,SlideVQA,C1,Entity,company_name,-68,What is the average profit margin of upscale businesses?,What is the average profit margin of Aarong?
SlideVQA_0410,SlideVQA,C1,Entity,time_information,-68,What is the combined percentage of Maturing and early stages?,What is the combined percentage of Maturing and Early?
BDocs_0012,BDocs,C1,Entity,chemical_element,-68,How much carbohydrate is needed for the French Dressing recipe?,How much vinegar is needed for the French Dressing recipe?
BDocs_0470,BDocs,C1,Entity,person_name,-68,What is the Grant Balance Payable 12/31/87 by Herbert M. Simpson?,What is the Grant Balance Payable 12/31/87 by Dr. Herbert M.Simpson?
BDocs_0478,BDocs,C1,Entity,person_name,-68,What is the Grant Balance Payable 12/31/87 by recipients?,What is the Grant Balance Payable 12/31/87 by Dr. Herbert M.Simpson?
BDocs_0563,BDocs,C1,Entity,food,-68,What is the fifth item for ice cream according to the diet plan?,What is the fifth item for Lunch according to the diet plan?
SlideVQA_0245,SlideVQA,C1,Entity,currency,-69,How much more (in 100000) is the insurance cost than utilities cost?,How much more (in dollars) is the insurance cost than utilities cost?
SlideVQA_0267,SlideVQA,C1,Entity,price_numerical_value,-69,How much more (in dollars) is the value than the utilities cost?,How much more (in dollars) is the insurance cost than utilities cost?
SlideVQA_0344,SlideVQA,C1,Entity,price_numerical_value,-69,How much more (in dollars) is the price than the utilities cost?,How much more (in dollars) is the insurance cost than utilities cost?
SlideVQA_0355,SlideVQA,C1,Entity,price_numerical_value,-69,How much more (in dollars) is the sale price than the utilities cost?,How much more (in dollars) is the insurance cost than utilities cost?
SlideVQA_0739,SlideVQA,C1,Entity,person_name,-69,What percentage of all information is created by Mike Kuczkowski?,What percentage of all information is created by individuals?
BDocs_0107,BDocs,C1,Entity,postal_code_information,-69,What is the building permit number for 605-367-8251?,what is building permit zip number?
BDocs_0128,BDocs,C1,Entity,postal_code_information,-69,What is the building permit number for 605-367-8250?,what is building permit zip number?
BDocs_0243,BDocs,C1,Entity,company_name,-69,What is the definition of Agency Commission?,What is Advertiser?
BDocs_0251,BDocs,C1,Entity,company_name,-69,What is the definition of Agency Commission?,What is Advertiser?
BDocs_0295,BDocs,C1,Entity,chemical_element,-69,If the TOTAL material WT is 1.80 then whats the %OBJ material?,If the TOTAL STEM  WT is 1.80 then whats the %OBJ STEM?
BDocs_0298,BDocs,C1,Entity,chemical_element,-69,If the TOTAL material WT is 1.80 then whats the %OBJ material?,If the TOTAL STEM  WT is 1.80 then whats the %OBJ STEM?
BDocs_0325,BDocs,C1,Entity,food,-69,What is the fourth item for ice cream according to the diet plan?,What is the fourth item for Lunch according to the diet plan?
BDocs_0374,BDocs,C1,Entity,company_name,-69,What is the definition of Agency Commission?,What is Advertiser?
SlideVQA_0125,SlideVQA,C1,Entity,year_numerical_value,-70,In which period is the percentage of Urban higher: 1977-78 or 2007?,In which period is the percentage of Urban higher: 1977-78 or 1993-94?
SlideVQA_0238,SlideVQA,C1,Entity,year_numerical_value,-70,In which period is the percentage of Urban higher: 2007 or 1993-94?,In which period is the percentage of Urban higher: 1977-78 or 1993-94?
SlideVQA_0277,SlideVQA,C1,Entity,company_name,-70,What is the average profit margin of a social enterprise?,What is the average profit margin of Aarong?
BDocs_0554,BDocs,C1,Entity,company_name,-70,What is the Website of the tourism-related business?,What is the Website of the seller?
BDocs_0621,BDocs,C1,Entity,street,-70,What is the Address Street Line for Downing Street?,What is the Address Street Line?
SlideVQA_0390,SlideVQA,C1,Entity,time_information,-71,In what specific time frame were there 725149 abortions?,In what year were there 725149 abortions?
SlideVQA_0529,SlideVQA,C1,Entity,continent,-71,What percentage of North America's surface is covered by water?,What percentage of earth's surface is covered by water?
SlideVQA_0557,SlideVQA,C1,Entity,continent,-71,What percentage of South America's surface is covered by water?,What percentage of earth's surface is covered by water?
SlideVQA_0611,SlideVQA,C1,Entity,percentage,-71,What is the percentage of strategic planning in the given pie chart?,What is the percent of strategic planning in the given pie chart?
BDocs_0016,BDocs,C1,Entity,company_name,-71,What is the Sub Amount for Sa KXLF This Morning Sa KXLF This Morning?,What is the Sub Amount for Sa CBS This Morning Sa CBS This Morning?
BDocs_0043,BDocs,C1,Entity,company_name,-71,What is the Sub Amount for Sa National Wa HRWAS Sa National Wa HRWAS?,What is the Sub Amount for Sa CBS This Morning Sa CBS This Morning?
BDocs_0168,BDocs,C1,Entity,company_name,-71,What is the National Rifle Association (NRA)?,What is Advertiser?
BDocs_0445,BDocs,C1,Entity,company_name,-71,What is the Channel for the parent company's News at Noon?,What is the Channel for KCRA-TV News at Noon?
SlideVQA_0057,SlideVQA,C1,Entity,continent,-72,What was the real GDP growth rate of the Middle East as of 2012?,What was the real GDP growth rate of America as of 2012?
SlideVQA_0485,SlideVQA,C1,Entity,company_name,-72,What percentage of brands DON'T HAVE MOBILE-OPTIMIZED SITES?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
SlideVQA_0515,SlideVQA,C1,Entity,percentage,-72,What proportion of GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
SlideVQA_0517,SlideVQA,C1,Entity,company_name,-72,What percentage of MODAP don't have mobile-optimized sites?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
SlideVQA_0609,SlideVQA,C1,Entity,event,-72,What was the transaction amount of Alcon in the year 2013?,What was the sale of Alcon in the year 2013?
